user1,user2
2944,1698
1698,3694
3694,769
769,3503
3503,407
339,2807
2807,134
134,3907
3907,1367
1367,3959
3959,2824
2824,2617
2617,995
2759,27
27,3962
3962,2224
2224,936
936,422
422,3307
3307,4255
4255,2705
2705,1183
1183,2064
2064,1158
1158,2062
2062,1113
1113,1466
1466,1587
1587,1238
1238,3664
3664,288
288,3478
3478,2137
2137,2441
2441,818
818,1269
1269,4035
4035,4611
4611,1283
1283,4126
4126,3117
3117,4114
4114,4574
4574,340
340,1500
1500,2756
2756,4545
4545,4004
4004,3936
3936,4418
4418,424
424,1123
1123,1788
1788,1638
1638,4580
4580,1597
3948,3227
3227,1492
1492,4254
4254,3921
3921,673
673,776
776,4649
4649,3126
3126,1179
1179,3032
3032,3728
3728,3497
3497,1970
1970,56
56,2980
2503,804
804,1242
1242,1222
1222,3876
3876,269
269,3662
3662,1539
3088,653
653,295
295,3081
3081,4160
4160,856
856,822
822,537
537,288
288,2524
2524,2516
2516,3962
3962,2158
2158,1214
1214,27
27,4265
4265,1910
1910,2097
2097,656
656,3782
3782,1481
1481,2147
2147,4601
4601,1980
1980,525
525,3366
3366,2927
2927,4362
4362,2998
2998,2229
2229,2078
2078,1674
1674,2461
2461,961
961,3281
3281,1158
1158,720
3730,910
910,3438
3438,2392
2392,3372
4085,2413
2413,3917
3917,1760
1760,21
741,1433
1433,57
57,2999
2999,2093
2093,4254
4254,3032
3032,4614
1158,27
27,4093
4093,1848
1848,1280
1280,241
241,4054
4054,2497
2497,160
4456,2497
2497,3676
3676,4184
4184,2894
2498,1393
1393,2283
2283,893
893,559
559,241
241,27
27,4425
4425,1936
1936,4274
4274,529
529,2229
2229,2810
2810,563
563,2349
2349,861
335,495
495,1615
1615,2161
2161,1158
1158,856
856,1574
1574,1537
1537,2458
2458,1491
1491,4237
4237,230
230,537
537,2894
2894,3815
3815,288
288,4700
4700,529
529,1435
1435,2540
2540,804
804,918
918,3876
3876,1242
1242,4421
4421,4612
4612,4183
4183,4224
4224,1702
1702,1659
1659,3593
3593,2004
2004,2467
2467,3861
3861,1730
1730,3521
3521,3294
3294,3266
3266,1539
1539,3662
3662,600
600,908
908,3318
3318,1299
1299,541
541,3878
3878,3206
3206,62
62,4262
4262,643
643,2183
2183,1257
1257,22
1158,339
339,4421
4421,1238
1238,1556
1556,1688
1688,3318
3318,3006
2034,1956
1956,1897
1897,3779
3779,3984
3984,3479
3479,1390
1390,2884
2884,4665
4665,1715
856,2497
2497,3544
3544,3424
3424,917
4653,428
428,570
570,2095
2095,27
27,3254
288,2201
2201,273
273,2491
2491,420
333,1958
1958,1119
1119,2506
2506,2278
2278,1423
1423,4567
4567,1242
1242,3876
3876,2334
2334,266
266,1061
1061,3987
3987,3405
3405,4348
1879,55
55,3996
3996,3088
3088,3843
3843,3754
3754,2074
2074,4513
4513,463
27,1537
1537,1200
1200,3859
3859,909
909,1870
1870,4334
4334,797
797,1109
1109,2500
1183,2524
2524,600
600,952
952,4126
4126,3664
3664,3834
3834,3759
3759,1314
1314,1158
1158,2137
2137,2740
2740,4060
4060,3805
3805,4352
4352,3895
3895,1534
1534,288
288,1910
1910,2158
2158,1396
1396,3413
3413,3962
3962,1965
1965,4405
4405,2497
2497,2641
2641,2611
2611,1036
1036,340
340,4255
4255,451
451,4155
4155,2834
2834,1214
1214,4113
4113,843
843,1786
1786,4159
4159,2410
2410,2107
2107,2475
2475,145
145,1076
1076,2828
2828,1332
1332,634
634,1771
1771,1224
1224,1289
1289,3990
4169,3903
3903,3855
3855,1916
1916,2052
2052,4662
1070,2582
2582,1465
1465,1868
1868,3761
3761,3102
3102,1536
1466,2724
2724,1158
1158,339
339,451
451,600
600,1021
1021,2296
2296,382
382,3665
3665,4201
4201,1546
1546,4638
4638,1001
1001,1285
1285,2137
2137,422
422,2740
2740,1183
1183,1704
1704,2043
2043,430
430,3660
3660,4491
4491,3117
3117,108
4137,1634
1634,1314
1314,1546
1546,2540
2540,2064
2064,4545
4545,1167
1167,2107
2107,850
850,101
101,2970
2970,4341
4341,340
340,3991
3991,4638
4638,1364
1364,818
818,4126
4126,420
420,4114
4114,743
535,27
27,1461
1461,2332
2332,2004
2004,1530
1530,1158
1158,2256
2256,3478
3478,2750
4224,98
98,609
609,537
537,2756
145,2137
2137,422
422,1183
1183,2524
2524,3759
3759,1113
1113,1466
1466,3900
3900,2810
2810,615
615,901
901,414
414,3370
3370,241
241,3607
3607,1171
1171,4703
4703,2731
2731,1843
1843,1973
1973,3909
3909,3782
3782,1365
27,73
73,1503
1503,2262
2262,1764
1764,151
2055,2928
2928,4317
4317,2081
2081,3893
3893,4152
1852,3187
3187,2522
2522,4455
4455,1480
1480,970
970,4065
4065,1139
1139,656
656,1061
541,899
899,599
599,27
27,2497
2497,1551
1551,3782
3782,128
128,236
236,4440
4440,4383
4383,1069
1069,1960
1960,146
146,1012
1302,335
335,1435
1435,1242
1242,2358
2358,1095
1095,366
366,1724
1724,2944
2944,3172
3172,1173
1173,672
1868,1070
1070,3132
3132,3761
3761,2582
2582,2889
2889,3102
3102,1465
1465,741
741,1179
1179,2981
2981,2746
2746,4067
4067,3776
3080,241
241,4688
4688,4657
4657,2875
2875,27
27,3625
3625,4274
4274,734
734,2357
2357,1883
1883,3024
3024,2826
2826,2462
2462,1639
1639,2877
2877,1065
1065,1764
1764,1157
1157,1811
1811,4662
4662,3538
3538,3495
3495,1271
1271,1920
1002,2564
2564,725
725,1156
1156,2117
2117,3410
3410,862
862,27
27,819
819,4346
4346,3165
3165,61
61,200
1615,4430
4430,4193
4193,3080
3080,856
1659,720
720,288
288,2740
2740,2137
2137,3714
3714,650
650,1158
1158,1285
1285,430
430,3962
3962,1904
1904,1574
1574,1690
335,1158
1158,804
804,3876
3876,1242
618,3638
3638,1147
1147,899
899,3677
3677,173
485,1183
1183,1158
1158,382
382,145
145,3130
3130,1537
1537,1113
1113,1500
1500,1761
1761,4499
4499,3112
3112,1341
857,741
741,2746
2746,4067
4067,2981
2981,3776
3776,1179
1179,1465
952,98
98,288
288,609
609,930
930,3266
3266,2078
2078,3936
3936,3055
2740,3980
3980,1466
1466,2524
2524,2240
2240,2137
2137,414
414,3962
3962,3190
3190,101
101,3053
3053,1833
1833,725
725,4405
4405,2845
2845,4124
4124,4574
4574,2989
2989,3452
3452,1449
1449,3052
3052,2807
786,335
335,1158
1158,1285
1285,3013
3013,4574
4574,288
288,3266
3266,3692
3692,1741
1741,1904
1904,1574
1574,2894
2894,1863
1863,4247
4247,6
6,2941
3994,3854
3854,2219
2219,3153
3153,1158
1158,4039
4039,3491
3491,1776
1776,87
87,2687
2687,1203
1203,3507
3507,27
27,1612
1612,3763
3763,491
491,2427
2427,2234
2234,537
537,225
225,643
643,755
755,2886
2886,1440
1440,2071
2071,2455
2455,2924
2924,4207
4207,340
609,1615
1615,2346
2346,98
98,537
537,164
164,3366
3199,2589
2589,4575
4575,741
741,4067
4067,3776
3776,2981
2981,1179
1179,2746
2746,572
572,1196
584,78
78,2989
2989,2186
2186,458
458,1373
1373,1843
1843,1310
1310,2068
2068,1698
1698,3694
2810,2229
2229,430
430,3212
3212,3487
3487,2497
2497,27
27,615
615,1171
1285,2533
2533,3013
3013,2761
2761,2418
2418,1086
1086,2104
2104,600
600,2630
3487,4671
4671,2157
2157,329
329,1260
1260,2401
2401,461
4384,329
329,599
599,938
938,1314
1314,579
579,1560
1560,4200
4200,27
27,1634
1634,1303
1303,407
407,3037
3037,2360
2360,3782
3782,2755
2755,115
115,2282
2282,1115
1115,677
677,1280
1280,3390
3390,3719
3719,4418
4418,2229
2229,1653
1653,2697
2697,1549
1549,898
3117,101
101,2229
2229,2158
2158,3962
3962,288
288,3242
3242,3077
3077,4000
4000,1254
1254,4184
4184,1183
1183,2550
2550,340
340,1158
1158,339
339,2497
2497,4509
4509,1833
1833,1269
1269,3607
3607,2911
2911,4255
4255,2137
2137,1910
1910,1280
1280,430
430,822
822,4265
4265,1899
1899,1500
1500,710
710,2524
2524,1541
1541,3714
3714,2407
2407,27
27,4333
420,1466
1466,822
822,600
600,3843
3843,780
780,1902
1902,1087
1087,599
599,4265
4265,1537
1537,4383
4383,4298
4298,1764
1764,3112
3112,537
537,890
1851,4169
4169,1469
1469,1975
1975,3524
3524,2513
2513,1875
1875,3777
3777,2757
2757,1537
1537,3372
2426,2527
2527,861
861,2425
2425,2552
2552,1300
1300,2238
2238,4556
4556,1669
1669,2619
2619,3526
3526,1187
1187,27
27,488
488,4309
4309,4517
4517,4400
4400,1764
1764,1204
1204,701
701,636
636,859
859,3969
3969,3971
3971,1779
1779,3933
3933,3777
3777,4056
4056,3368
4499,3032
3032,938
938,3370
3370,115
115,256
256,2810
2810,2065
2065,1110
1110,1271
1271,1764
1764,2186
2186,3433
3433,1767
2616,1976
1976,3503
3503,1116
1116,3351
3351,4528
26,1158
1158,1513
1513,27
27,2458
2458,335
335,4119
4119,2532
2532,4520
4520,1894
1894,3352
3352,730
730,1633
1633,1047
1047,3560
3560,913
913,1872
1872,1172
1172,1537
1537,2053
2053,2961
2961,2989
2989,3648
3648,1314
1314,3695
3695,3449
3449,2535
2535,2871
2871,4397
4397,2240
2240,399
399,1136
1136,4434
4434,822
822,46
46,2724
2724,2296
2296,284
284,4467
4467,594
594,1718
1718,2091
2091,4418
4418,1110
1110,4478
1183,2158
2158,3962
3962,288
288,1534
1534,3895
3895,1910
1910,2740
2740,1965
1965,2989
2989,1158
1158,4201
3206,4086
4086,940
940,3089
3089,2753
4534,1435
1435,4068
4068,1113
1113,4574
4574,2229
2229,4621
4621,1242
1242,2510
2510,3521
3521,2292
2292,1121
1121,1546
1546,584
584,2989
2989,615
615,27
27,2382
2382,4662
3287,4369
4369,27
27,1941
1941,2532
2532,560
560,3006
3006,3928
3928,747
747,639
639,443
443,4319
4319,374
374,1539
1539,4611
4611,2955
2955,4495
4495,2063
2063,2039
2039,2954
2954,1677
4499,123
123,1047
1047,4484
4484,446
446,2811
2811,177
2989,541
541,1158
1158,4113
4113,2158
2158,1106
1106,534
534,1458
1458,340
340,4201
4201,3478
3478,433
433,1915
1915,1364
1364,1113
1113,4004
4004,1314
1314,3665
3665,1104
1104,1500
1500,4114
4114,623
623,2137
2137,3217
3217,288
288,3962
3962,2399
2399,1704
1704,3966
3966,1288
1288,4219
4219,906
906,2097
2097,414
414,431
431,62
62,1183
1183,1030
1030,2550
2550,3260
3260,485
485,145
145,1597
1597,1848
1848,3664
3664,818
818,397
397,4556
4556,1303
1303,4645
4645,3526
3526,3117
3117,27
27,4171
4171,4093
4093,2652
2652,3714
3714,2229
2229,1154
1154,2744
2744,1466
1466,3756
3756,3596
3596,3350
3991,2107
2107,3453
3453,1242
1242,3876
3876,804
804,1456
1456,4662
4662,1500
1500,3274
3274,288
288,3318
3318,1702
1702,930
930,4421
4421,1158
1158,22
22,1915
1915,2609
2609,2573
2573,4114
4114,4274
4274,3714
3714,1990
1990,355
355,1996
1996,2029
2029,27
27,650
650,2056
2056,2282
2282,3629
27,980
980,3053
3053,422
422,1158
1158,3900
3900,2137
2137,1910
1910,3664
3664,4113
4113,541
541,2158
2158,3665
3665,4114
4114,1787
1787,3215
3215,324
324,1904
1904,3478
3478,1242
1242,1123
1123,4040
4040,534
534,4201
4201,1064
1064,1615
1615,1364
1364,288
288,3579
3579,360
360,2524
2524,3719
3719,1238
1238,4468
4468,3939
3939,3962
3962,834
834,1574
1574,3366
3366,339
339,2229
2229,199
199,600
600,3207
3207,4164
4164,2593
2593,2083
2083,3836
3836,2055
2055,3425
3425,747
747,385
385,2590
2590,725
725,2181
2181,2825
2825,4066
4066,268
268,1183
1183,3676
3676,430
430,3117
3117,3473
3473,4504
4504,46
46,22
22,3759
3759,2043
2043,4611
4611,3526
3526,4041
4041,804
804,2928
2928,140
140,3912
3912,2533
2533,3077
3077,204
204,2064
2064,1413
1413,2388
2388,340
340,4255
4255,4582
4582,107
107,1659
1659,3959
3959,4377
4377,3870
3870,822
822,584
584,218
218,998
998,320
320,3031
3031,1500
1500,3130
3130,2107
2107,4638
4638,2375
2375,403
403,1481
1481,3622
3622,881
541,2229
2229,1183
1183,2107
2107,584
584,600
600,288
288,27
27,4545
4545,3714
3714,2219
2219,1500
1500,3947
3947,1959
1959,1158
1158,4100
4100,3962
3962,136
136,2434
2434,822
822,145
145,3965
3965,2526
2526,626
626,3584
3584,2550
2550,3982
3982,3558
3558,1522
1522,4179
4179,2877
2877,130
130,3077
3077,331
331,4265
4265,2989
2989,340
340,2137
2137,399
399,1314
1314,1466
1466,3117
3117,280
280,3664
3664,1607
1607,1029
1029,2808
2808,4650
4650,1064
1064,2122
2122,1597
1597,4255
4255,2079
2079,3991
3991,4361
4361,2737
2737,4093
4093,2701
2701,485
485,4379
4379,1980
1980,3759
3759,422
422,2158
2158,1910
1910,2334
2334,1574
1574,3601
3601,4113
4113,101
101,1113
1113,4201
4201,3478
3478,451
451,3665
3665,3425
3425,3916
3916,4612
4612,4114
4114,886
886,349
349,4638
4638,4509
4509,181
181,3260
3260,2940
2940,3115
1281,1158
1158,4068
4068,4203
4203,1435
1435,1349
1349,2877
2877,3487
4638,3932
3932,1158
1158,1021
1021,3643
3714,3010
3010,249
249,1237
1237,615
615,2783
2783,4336
4336,1030
1030,3115
3115,898
898,926
926,2229
2229,4418
4418,938
938,3390
3390,3644
3644,702
702,4271
4271,2282
2282,1314
1314,2935
2935,27
27,2645
2645,2487
164,1158
1158,3266
3266,335
335,4700
4700,537
537,930
930,4534
4534,98
98,609
609,2162
2162,1242
1242,2487
2487,3637
3637,4591
1302,495
495,1598
1598,4028
4028,3090
3090,2081
4062,1158
1158,4522
4522,1456
1456,3652
541,2899
2899,3391
3391,2332
2332,4522
4522,2112
2112,174
174,982
982,1030
1030,1009
1009,3112
3112,1551
1551,4640
4640,27
1915,4418
4418,3285
3285,938
938,2471
2471,2989
2989,1764
1764,27
27,3028
3028,2147
2147,2219
2219,4169
4169,65
65,4265
4265,3364
3364,368
368,61
61,1549
1549,3620
3620,1020
1020,4699
4699,961
961,4274
4274,537
537,3531
3531,2046
2046,1667
1667,119
119,1131
1131,2513
2513,784
784,4021
4021,856
856,1356
1356,3287
3287,1723
1723,3390
3390,4431
4431,2161
2161,3380
3380,3351
3351,1030
1030,2181
2181,2
2,4494
4494,2540
2540,898
898,66
66,3604
3604,2229
2229,4063
4063,3912
3912,3256
3256,4499
4499,2711
2711,1339
1339,552
552,2514
2514,4072
4072,2664
2664,1765
1765,1488
1488,3312
3312,1420
1420,2192
2192,3189
3189,272
272,2439
2439,1077
1077,2740
2740,2137
2137,3962
3962,1158
1158,340
340,1183
1183,3759
3759,3921
3921,1314
1314,288
288,451
451,3664
3664,3097
3097,1113
1113,3318
3318,1904
1904,3272
3272,439
439,3667
3667,2189
2189,1537
1537,4178
4178,3220
3220,1530
1530,3042
3042,3313
3313,2059
2059,443
443,621
621,2536
2536,884
884,1935
1935,3073
3073,430
430,3032
3032,4532
4532,2713
2713,4403
4403,1722
1722,4043
4043,3869
3869,115
115,1105
1105,1055
1055,3369
3369,284
284,1559
1559,193
193,2957
2957,1110
1110,3288
3288,2955
2955,4556
4556,2935
2935,1969
1969,3913
3913,4662
4662,4621
4621,2045
2045,1286
1286,1242
1242,1341
1341,2655
2655,4062
4062,1074
1074,4237
4237,615
615,1073
1073,4400
4400,672
672,3440
3440,4268
4268,1172
1172,3881
3881,117
117,4553
4553,183
183,2871
2871,701
701,4655
4655,2385
2385,4026
4026,2462
2462,3373
3373,2455
2455,4310
4310,431
431,583
583,643
643,697
697,48
48,3
3,1643
451,2724
2724,2587
2587,3423
3423,1899
1899,1409
1144,712
712,1276
1276,1758
1758,1497
1497,1640
1640,3710
3710,254
254,3346
3346,3558
3558,2434
27,1722
1722,1280
1280,1087
1087,2229
2229,1456
1456,3652
3652,2455
2455,87
87,90
90,3607
3607,4578
4578,2399
2399,2219
2219,4645
4645,340
340,3587
3587,2935
2935,4668
4668,4333
4333,2991
2991,4418
4418,2513
2513,1828
1828,3252
3252,1915
1915,2989
1158,288
288,930
930,3454
3454,3442
2161,4414
4414,4257
4257,2083
2083,27
1149,2301
2301,776
776,1161
1161,4649
4649,4231
4231,3713
3713,4439
4439,857
857,2633
2633,2889
2889,466
466,3417
3417,1635
857,1635
1635,3504
3504,3728
3728,2746
2746,453
453,4067
4067,2538
2538,1519
1519,2981
2981,2627
2627,1792
1792,163
163,3776
3776,4185
4185,916
916,1402
1402,4575
4575,2312
2312,2863
2863,1410
1410,1179
1179,545
4240,2524
2524,3130
3130,3962
3962,1659
1659,2031
2031,1546
1546,4035
4035,3939
3939,451
451,4274
4274,340
340,4688
4688,3228
3228,320
320,2550
2550,3314
1158,4534
4534,2458
2458,4662
4662,2487
2487,4237
4237,2062
2062,856
856,27
27,616
616,335
335,1726
1726,1098
1098,867
867,1537
1537,3215
3215,4184
4184,4339
4339,645
645,3705
3705,397
397,2939
2939,2557
2557,2540
2540,1364
1364,3318
3318,1195
1195,49
49,2200
2200,1140
1140,3025
898,1531
1531,2783
2783,2305
2305,2331
2331,3371
3371,4052
4052,27
27,575
575,3638
3638,3677
3677,2530
2530,9
1183,1158
1158,2137
2137,288
288,2524
2524,399
399,1314
1314,1113
1113,3664
3664,430
430,2158
2158,4255
4255,1546
1546,4126
4126,4265
4265,822
822,2145
2145,640
640,4611
4611,1364
1364,3665
3665,3077
3077,3242
3242,4630
4630,3318
3318,471
471,3757
3757,4638
4638,2434
2434,331
331,3965
3965,2526
2526,3558
3558,626
626,3584
3584,3982
3982,4179
4179,2122
2122,4650
4650,890
890,462
462,816
816,4685
4685,2043
2043,352
352,2461
1113,1764
1764,1955
1955,416
416,27
27,958
958,4298
4298,485
485,3476
3476,1636
1636,3759
3759,4515
4515,2219
2219,2041
2041,1112
1112,1665
1665,3053
3053,3292
3292,2740
2740,340
340,430
430,1758
1758,1314
1314,288
288,1276
1276,451
451,1029
1029,2865
2865,2208
2208,3318
3318,4274
4274,1915
1915,4513
4513,835
835,1965
1965,1405
1405,1183
1183,101
101,4169
4169,574
2107,366
366,729
729,1032
1032,1095
1095,3784
3784,1761
776,2512
2512,2301
2301,1426
1426,826
826,3868
3868,1196
1196,2101
2101,2312
68,4383
4383,956
956,2104
2104,27
27,1764
1764,2396
2396,1623
2472,1747
1747,3698
3698,273
273,1158
1158,3489
3489,2522
2522,4455
4455,1480
1480,97
97,1061
1061,1537
2034,1956
1956,1897
1897,4180
4180,3479
3479,3779
3779,3984
3984,1715
1715,2993
2993,4665
1158,2458
2458,1435
1435,2532
2532,2989
2989,1491
1491,83
83,2689
2689,2490
3453,3876
3876,804
804,1242
1242,4683
3593,1158
1158,3318
3318,4421
4421,1659
1659,1093
1093,2929
46,1158
1158,2808
2808,2158
2158,288
288,2229
2229,1607
1607,2800
2800,1727
1727,4093
4093,1458
1458,3962
3962,2240
2240,1113
1113,674
674,2100
2100,541
541,2043
2043,2097
2097,430
430,433
1158,3579
3579,3719
3719,2064
2064,1123
1123,834
834,3478
3478,1064
1064,4040
4040,534
534,4255
4255,4049
4049,4184
4184,645
645,4339
4339,430
430,1364
1364,2158
2158,60
60,1084
1084,1238
1238,2116
2116,1098
1098,900
900,3664
3664,1582
1582,107
107,46
46,691
691,1688
1688,2810
2810,2989
288,145
145,3759
3759,4255
4255,1158
1158,1183
1183,422
422,2137
2137,3962
3962,2475
2475,2550
2550,2810
2810,3339
3339,3664
335,1158
1158,507
507,930
930,4700
4255,1158
1158,288
288,4113
4113,1183
1183,1466
1466,2158
2158,2229
1915,1158
1158,4114
4114,4298
4298,2989
2989,4364
4364,4164
4164,1981
1981,27
27,4435
4435,2742
2742,2242
2242,2344
2344,50
856,2458
2458,2532
2532,2540
2540,4421
4421,2807
2807,4237
4237,1279
1279,498
498,2510
2510,1242
1242,3876
3876,4224
4224,537
1158,3190
3190,3962
3962,288
288,1659
1659,2635
2635,609
609,98
98,4071
4071,335
335,1745
1745,2894
2894,4509
4509,1029
1029,822
822,3665
3665,886
886,3317
3317,4520
4520,1364
1364,623
623,3478
3478,1113
1113,3664
3664,1909
1909,4695
4695,4594
4594,1293
1293,167
167,4255
4255,4219
4219,2240
2240,1485
1485,3463
3463,6
6,1702
1702,3154
3154,920
920,4035
4035,2877
2877,1994
1994,2228
2228,4184
4184,538
538,281
281,1187
1187,2905
2905,2756
2756,422
422,108
108,1764
1764,2751
2751,3969
3969,27
27,3816
2034,1956
1956,1715
1715,3479
3479,1897
1897,3984
3984,4665
4665,3779
2497,3458
3458,1608
1608,615
615,171
171,1522
1522,27
27,985
985,734
734,694
694,3630
3630,2411
2411,4118
4118,3879
3879,2900
2900,407
407,2095
2095,2488
2488,1915
1915,236
236,115
115,2112
2112,2872
2872,1636
1636,448
448,3712
3712,3422
3422,1825
1825,1665
1665,4656
4656,1392
1392,4630
4630,42
584,1280
1280,2229
2229,4137
4137,941
941,237
237,1113
1113,1293
1293,3080
3080,1848
1848,1158
1158,232
232,448
448,554
554,280
280,3804
3804,2079
2079,2043
2043,4093
4093,2441
2441,3970
3970,2131
2131,4313
4313,1380
3074,3352
3352,730
730,970
970,144
144,4065
4065,4329
4329,2282
2282,1314
1314,1448
1448,3256
3256,4647
1912,744
744,436
436,1150
1150,1699
1158,1242
1242,1435
1435,1113
1113,1093
4219,3475
3475,1572
1572,3961
3961,3064
534,3965
3965,4035
4035,3991
3991,2137
2137,331
331,3982
3982,2434
2434,1158
1158,1466
1466,2526
2526,3584
3584,1269
1269,1640
1640,340
340,3664
3664,107
107,1314
1314,4499
4499,4201
4201,2064
2064,1364
1364,4114
4114,3936
3936,3558
3558,4650
4650,430
430,537
537,3478
3478,2497
2497,2399
2399,2756
2756,2740
2740,2121
898,4114
4114,2705
2705,869
869,1158
1158,609
609,335
335,98
98,288
288,3266
3266,3815
3815,4574
4574,4700
4700,3432
3432,46
46,2989
2989,747
747,2620
2620,2272
2272,1364
1364,4126
1225,4360
4360,1871
1871,4391
4391,713
713,1253
494,1158
1158,851
851,1314
1314,2369
1367,3169
3169,1802
1802,2389
2389,4441
4441,4368
4368,3197
1789,273
273,4528
4528,3351
3351,151
151,2246
2246,2616
3936,3792
3792,1368
1368,160
160,27
27,2181
2181,3318
3318,4139
4139,1154
1154,1211
1211,3524
3524,537
537,3444
2107,2417
2417,1936
1936,3912
3912,3991
3991,1500
4604,4220
4220,335
335,1659
1659,3785
3785,1367
1367,1802
1802,4441
4441,4368
4368,3197
3197,3169
3260,485
485,2137
2137,340
340,2740
2740,422
422,1285
1285,1158
1158,1364
1364,4491
4491,1183
1183,2524
2524,3130
3130,1904
1904,1574
1574,786
786,3939
3939,4574
4574,1466
1466,822
3246,3887
3887,4319
4319,102
102,2107
2107,1500
1500,3543
134,3907
3907,1802
1802,2617
2617,4560
4560,3785
3785,1537
1537,507
507,1158
1158,1096
1096,4220
4220,1504
1504,3207
3207,2756
3785,1802
1802,1367
1367,1537
1537,4441
4441,3169
3169,4368
4368,434
434,2159
2159,3197
3197,2389
2389,4662
1158,27
27,1211
1211,3524
3524,4662
4662,613
613,1336
1336,2027
2027,2310
2310,1615
1615,458
458,3482
1268,30
30,2378
2378,1539
1539,252
252,4474
4474,4132
4132,2386
2386,4484
4484,394
394,1098
1098,4164
4164,2002
2002,3648
3648,3492
3492,123
123,1790
1790,3838
3838,3331
3331,1874
1874,1222
1222,4114
4114,3664
3664,312
312,2009
2009,3047
3047,3264
3264,62
62,99
99,628
809,284
284,4467
4467,1158
1158,1357
1357,5
2524,288
288,2998
2998,2229
2229,2740
2740,4093
4093,3962
3962,1537
584,2989
2989,1466
1466,1154
1154,2900
2900,3876
3876,3453
3453,1242
1242,78
2550,1226
1226,1158
1158,288
288,340
340,422
422,1183
1183,3962
3962,2137
2137,1546
1546,541
541,4612
4612,600
600,2078
27,2497
2497,1218
1218,3664
3664,2417
2417,50
3897,1805
1805,2210
2210,3904
3904,240
240,4620
4620,1061
1061,2730
3904,4652
4652,3592
3592,3897
3897,4567
4567,3676
3676,1537
1537,2339
4588,1158
1158,1915
1915,4093
4093,1030
1030,1936
1936,747
3662,1242
1242,2807
2807,149
149,2623
2623,730
730,2429
261,3849
3849,1088
1088,2889
2889,3102
3102,1070
1070,1465
1465,1868
1868,2582
3132,1258
1258,741
741,1179
1179,2981
2981,4067
4067,2746
2746,3776
3776,1635
1158,534
534,2810
2810,422
422,2137
2137,1144
1144,1758
1758,3664
27,258
258,3433
3433,4309
4309,3760
3760,2812
2812,3969
3969,1779
1779,2097
2097,4517
4517,90
90,153
153,737
1764,4319
4319,102
102,2299
2299,3423
2004,2135
2135,1084
1084,1222
1222,2009
930,335
335,1158
1158,288
288,609
609,3815
3815,3637
3637,4700
4700,537
537,1046
1046,3593
3593,2106
2783,335
335,498
498,1158
1158,720
720,98
98,609
609,288
288,3266
3266,1299
1299,1702
822,2989
2989,584
584,1104
1104,4126
4126,4545
4545,485
485,794
794,804
2740,1158
1158,3962
3962,2137
2137,3940
3940,2989
2989,3422
3422,2808
2808,2158
2158,2497
2497,2208
2208,1240
1240,4333
4333,1210
1210,1806
1806,2872
2872,367
367,2290
2290,4114
4114,3991
3991,4000
4000,2865
2865,2859
2859,1466
1466,1183
1183,674
674,1747
1747,3664
3664,4016
4016,4499
4499,3272
3272,1069
1069,1910
1910,3895
3895,3380
3380,1546
1546,1904
1904,430
430,600
600,554
554,1965
1965,1534
1534,913
913,1899
1899,46
46,3714
3714,288
288,4265
4265,2532
2532,3607
3607,4359
4359,27
27,1269
1269,723
723,4509
4509,3059
3059,170
170,3543
3543,1363
1363,4504
4504,652
652,386
386,1633
1633,340
340,2404
2404,2374
2374,1702
1702,3648
3648,3994
3994,3854
3854,822
822,4309
4309,2524
2524,2434
2434,331
331,2526
2526,3558
3558,626
626,422
422,3982
3982,4650
4650,1358
1358,3949
3949,3478
3478,3584
3584,1113
1113,4113
4113,4545
4545,4638
4638,4255
4255,3965
3965,2122
2122,1314
1314,3759
3759,4474
4474,4179
4179,1276
1276,1574
1574,1391
1391,359
359,4084
4084,818
818,2998
2998,154
154,1452
1452,407
407,1283
1283,534
534,3251
3251,880
880,4201
4201,3722
3722,3007
3007,123
123,1047
1047,1500
1500,2811
2811,3206
3206,1106
1106,2091
2091,1665
1665,360
360,2229
2229,2043
2043,4473
4473,1688
1688,2550
2550,1242
2963,3632
3632,4397
4397,1950
1950,4460
4460,3123
3123,1170
1170,4562
4562,4055
4055,3919
3919,4382
4382,1125
1125,1158
1158,4434
4383,2357
2357,1249
1249,1105
1105,1304
1304,4706
4706,725
725,3683
3683,1158
2666,4612
4612,1299
1299,3662
3662,930
930,2009
27,747
747,2721
2721,4653
4653,1061
1061,3646
3646,2455
2455,2780
2780,2998
2998,3327
3327,4701
4220,3923
3923,3366
3366,610
610,3177
638,407
407,1158
1158,640
640,4129
2301,2119
2119,4439
4439,741
741,2582
2582,3132
3132,1536
1536,2889
2889,1465
1465,1868
1868,3102
3102,3761
3761,3849
3849,2534
2534,261
261,1070
1070,1088
1088,453
453,1179
1179,4067
4067,1468
1468,2633
2633,2746
2746,2981
2981,3776
3776,916
916,2847
2740,1659
1659,3921
3921,288
288,2816
2816,1183
1183,2806
2806,3478
3478,1690
1690,3991
3991,1500
1500,1168
1168,2497
2497,3714
3714,816
816,2989
2989,1752
1752,3415
3415,3130
3130,650
650,2597
2597,27
27,804
804,2593
2593,1364
1364,2528
2528,227
3664,2253
2253,4545
4545,1158
1158,1113
1113,3895
3895,1910
1910,1965
1965,3995
3995,46
46,541
288,3962
3962,2158
2158,1910
1910,2989
2989,3714
3714,2229
2229,3665
3665,3077
3077,650
650,3117
4257,3287
3287,27
27,3638
3638,900
900,555
741,2538
2538,1519
1519,4067
4067,2746
2746,1179
